,listing_id,title,make,model,type_of_vehicle,category,transmission,fuel_type
13739,1019996,Mercedes-Benz GLA-Class GLA180,mercedes-benz,gla180,suv,parf car,auto,unknown
13740,1018269,Toyota Estima 2.4A Aeras Premium Moonroof,toyota,estima,mpv,"parf car, direct owner sale",auto,unknown
13741,1031280,BMW Z4 sDrive35i ,bmw,z4,sports car,"coe car, low mileage car",auto,unknown
13742,1025826,Kia Cerato Forte 1.6A SX ,undetermined,cerato,mid-sized sedan,coe car,auto,unknown
13743,1018528,Toyota Vios 1.5A E,undetermined,vios,mid-sized sedan,parf car,auto,unknown
13744,971812,Mercedes-Benz E-Class E220d AMG Line,undetermined,amg,luxury sedan,"parf car, almost new car, premium ad car, low mileage car",auto,diesel
13745,1016498,BMW 4 Series 430i Coupe M-Sport,bmw,430i,sports car,"imported used vehicle, parf car",auto,unknown
13746,936134,BMW M Series X6 M50d,bmw,m5,suv,"parf car, low mileage car",auto,diesel
13747,1021013,Mercedes-Benz GLE-Class GLE450 Mild Hybrid AMG Line Premium Plus,mercedes-benz,amg,suv,"parf car, almost new car, premium ad car, hybrid cars",auto,petrol-electric
13748,1030609,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC Night Edition,undetermined,amg,suv,"parf car, direct owner sale, low mileage car",auto,unknown
13749,1022559,Mitsubishi Lancer 1.6A GLX ,mitsubishi,lancer,mid-sized sedan,coe car,auto,unknown
13750,1017718,Audi A3 Sedan 1.0A TFSI S-tronic,audi,a3,luxury sedan,"parf car, premium ad car",auto,unknown
13751,1026765,Nissan Cabstar,nissan,cabstar,truck,premium ad car,manual,diesel
13752,1026851,Honda Stream 1.8A RSZ ,undetermined,stream,mpv,coe car,auto,unknown
13753,1025387,Suzuki Swift Sport 1.6M ,suzuki,swift,hatchback,"coe car, premium ad car",manual,unknown
13754,997283,Mitsubishi Attrage 1.2A,mitsubishi,attrage,mid-sized sedan,"parf car, low mileage car",auto,unknown
13755,983886,Nissan Urvan 3.0M ,nissan,urvan,van,coe car,manual,diesel
13756,1022597,Kia Sorento Diesel 2.2A CRDi GT Line Sunroof,kia,sorento,suv,"parf car, premium ad car",auto,diesel
13757,995849,Mercedes-Benz S-Class S450L AMG Line,undetermined,amg,luxury sedan,"parf car, rare & exotic, premium ad car, sta evaluated car",auto,unknown
13758,1028000,Toyota Vios 1.5A G ,toyota,vios,mid-sized sedan,"coe car, direct owner sale",auto,unknown
13759,1015152,Toyota Wish 1.8A Elegance,undetermined,wish,mpv,"parf car, premium ad car",auto,unknown
13760,1010031,Volkswagen Golf GTI 5DR Sunroof,volkswagen,golf,sports car,"parf car, premium ad car",auto,unknown
13761,1025281,Mercedes-Benz GLC-Class GLC250 Coupe AMG Line 4MATIC Sunroof,undetermined,amg,suv,"parf car, premium ad car",auto,unknown
13762,986433,Toyota Camry 2.0A ,toyota,camry,luxury sedan,coe car,auto,unknown
13763,1003534,Subaru Forester 2.0i-L Sunroof,subaru,forester,suv,parf car,auto,unknown
13764,1016197,Citroen Grand C4 Picasso Diesel 1.6A BlueHDi Panoramic,citroen,c4,mpv,"parf car, premium ad car",auto,diesel
13765,1010388,Mercedes-Benz C-Class C200 Exclusive,mercedes-benz,c200,luxury sedan,"parf car, premium ad car",auto,unknown
13766,1031311,Renault Kangoo II Express 1.5M,renault,kangoo,van,-,manual,diesel
13767,1013382,BMW 3 Series 318i Sport,bmw,318i,luxury sedan,"parf car, almost new car",auto,unknown
13768,1028206,Kia Carens Diesel 1.7A,kia,carens,mpv,"parf car, premium ad car",auto,diesel
13769,1026807,Mitsubishi Evolution 10 GSR SST ,mitsubishi,evolution,sports car,"coe car, direct owner sale",auto,unknown
13770,1024572,BMW 5 Series 530i Luxury,bmw,530i,luxury sedan,"parf car, premium ad car",auto,unknown
13771,1011616,BMW 3 Series 320i XL ,bmw,320i,luxury sedan,coe car,auto,unknown
13772,1021517,Toyota Harrier 2.4A GL ,undetermined,harrier,suv,"coe car, premium ad car",auto,unknown
13773,993490,Nissan NV350 2.5M,nissan,nv350,van,premium ad car,manual,diesel
13774,1000110,Mercedes-Benz GLA-Class GLA180,mercedes-benz,gla180,suv,parf car,auto,unknown
13775,989125,Honda Shuttle Hybrid 1.5A,honda,shuttle,stationwagon,"parf car, hybrid cars",auto,petrol-electric
13776,1023457,Honda City 1.5A i-VTEC ,honda,city,mid-sized sedan,coe car,auto,unknown
13777,984511,Mazda 3 HB 1.5A Deluxe,mazda,3,hatchback,parf car,auto,unknown
13778,1030652,Kia Cerato Forte 1.6A SX ,kia,cerato,mid-sized sedan,"coe car, premium ad car",auto,unknown
13779,1001890,Honda Civic 1.6A VTi ,undetermined,civic,mid-sized sedan,coe car,auto,unknown
13780,1026364,Porsche 911 Carrera S Coupe 3.0A PDK,porsche,911,sports car,"parf car, rare & exotic, low mileage car",auto,unknown
13781,957434,Hyundai Trajet 2.0A FL ,hyundai,trajet,mpv,"coe car, direct owner sale",auto,unknown
13782,966297,Toyota Vios 1.5A E ,toyota,vios,mid-sized sedan,coe car,auto,unknown
13783,1029455,Toyota Camry Hybrid 2.5A Ascent Sport,toyota,camry,luxury sedan,"parf car, almost new car, premium ad car, hybrid cars",auto,petrol-electric
13784,1030042,Kia Cerato Forte Koup 1.6A SX Sunroof ,undetermined,cerato,sports car,"coe car, direct owner sale, low mileage car",auto,unknown
13785,978259,BMW 1 Series 120i Cabriolet ,bmw,120i,sports car,"coe car, premium ad car",auto,unknown
13786,990518,Honda Crossroad 1.8A ,honda,crossroad,suv,"coe car, premium ad car",auto,unknown
13787,1012661,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
13788,1021375,Citroen DS5 Diesel 1.6A BlueHDi EAT6 Panoramic Roof,citroen,ds5,stationwagon,parf car,auto,diesel
13789,1015260,Honda Civic 2.0A Si ,undetermined,civic,mid-sized sedan,coe car,auto,unknown
13790,1011515,Toyota Yaris Cross 1.5A G,toyota,yaris,suv,"parf car, almost new car, premium ad car, low mileage car",auto,unknown
13791,1019425,Suzuki Vitara 1.6A GLX,suzuki,vitara,suv,"parf car, premium ad car",auto,unknown
13792,1019236,Lexus GS300 ,lexus,gs,luxury sedan,"coe car, direct owner sale, low mileage car",auto,unknown
13793,1023620,Mercedes-Benz A-Class A180,mercedes-benz,a180,hatchback,parf car,auto,unknown
13794,1026803,BMW 2 Series 216i Gran Tourer,bmw,216i,mpv,parf car,auto,unknown
13795,979480,Mitsubishi Fuso Canter FEB21,mitsubishi,fuso,truck,premium ad car,manual,diesel
13796,1026947,Toyota Prius Hybrid 1.8A S ,toyota,prius,hatchback,"coe car, direct owner sale, hybrid cars",auto,petrol-electric
13797,981518,BMW 5 Series 530i,bmw,530i,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
13798,1016868,Subaru XV 2.0i-S EyeSight,subaru,xv,suv,parf car,auto,unknown
13799,1015661,Toyota Noah Hybrid 1.8A X,toyota,noah,mpv,"parf car, hybrid cars",auto,petrol-electric
13800,992100,BMW 5 Series 528i M-Sport,bmw,528i,luxury sedan,parf car,auto,unknown
13801,968437,Honda Civic ESI EH9 ,honda,civic,mid-sized sedan,"coe car, low mileage car",manual,unknown
13802,1027817,Mercedes-Benz A-Class Saloon A180 Progressive,mercedes-benz,a180,luxury sedan,"parf car, almost new car, premium ad car",auto,unknown
13803,941187,BMW 4 Series 428i Coupe,bmw,428i,sports car,"parf car, premium ad car",auto,unknown
13804,1026290,Nissan Urvan 3.0M,nissan,urvan,van,-,manual,diesel
13805,1025260,Porsche 911 Carrera Coupe 3.4A PDK,porsche,911,sports car,"parf car, premium ad car, low mileage car",auto,unknown
13806,1010770,Hyundai Elantra 1.6A GLS ,hyundai,elantra,mid-sized sedan,"opc car, parf car, low mileage car",auto,unknown
13807,1004479,Subaru WRX 2.0A,subaru,wrx,sports car,"parf car, premium ad car",auto,unknown
13808,1017658,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,luxury sedan,"parf car, direct owner sale",auto,unknown
13809,996819,Subaru Forester 2.0i-L Sunroof,subaru,forester,suv,"parf car, premium ad car",auto,unknown
13810,1030323,Lexus RX Turbo RX200t F Sport Sunroof,lexus,rx,suv,"parf car, premium ad car",auto,unknown
13811,987706,Honda Civic 1.6A VTi,undetermined,civic,mid-sized sedan,parf car,auto,unknown
13812,996513,Land Rover Discovery Sport 2.0A Si4 HSE 7-Seater Sunroof,land rover,discovery,suv,"parf car, premium ad car, low mileage car",auto,unknown
13813,1014163,Toyota Prius Hybrid 1.8A S,toyota,prius,hatchback,"parf car, hybrid cars",auto,petrol-electric
13814,1027202,Mercedes-Benz C-Class C180 Avantgarde,mercedes-benz,c180,luxury sedan,"parf car, direct owner sale",auto,unknown
13815,1026142,BMW 4 Series 420i Gran Coupe Sport,bmw,420i,luxury sedan,parf car,auto,unknown
13816,987279,Volkswagen Jetta 1.4A TSI ,volkswagen,jetta,mid-sized sedan,"coe car, premium ad car",auto,unknown
13817,1000322,Honda Civic 1.8A VTi-S ,honda,civic,mid-sized sedan,coe car,auto,unknown
13818,1029719,Lexus RX270 ,lexus,rx,suv,"coe car, low mileage car",auto,unknown
13819,928936,Toyota Hiace 3.0M,toyota,hiace,van,"almost new car, premium ad car, low mileage car",manual,diesel
13820,1001239,Toyota Wish 1.8A,toyota,wish,mpv,parf car,auto,unknown
13821,1015071,Honda Vezel 1.5A X,honda,vezel,suv,parf car,auto,unknown
13822,1018989,Nissan NV350 2.5M,nissan,nv350,van,premium ad car,manual,diesel
13823,1014074,Mercedes-Benz A-Class A200 Progressive,mercedes-benz,a200,hatchback,"parf car, premium ad car",auto,unknown
13824,988230,Honda Vezel 1.5A X Honda Sensing,undetermined,vezel,suv,"parf car, premium ad car",auto,unknown
13825,1003745,Mercedes-Benz E-Class E200 ,mercedes-benz,e200,luxury sedan,"coe car, direct owner sale",auto,unknown
13826,1024029,Toyota Corolla Axio 1.5A X,toyota,corolla,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
13827,998820,Mercedes-Benz SLS AMG ,mercedes-benz,amg,sports car,"coe car, rare & exotic, low mileage car",auto,unknown
13828,970725,Mercedes-Benz C-Class C180 AMG Line,mercedes-benz,amg,luxury sedan,"parf car, sgcarmart warranty cars",auto,unknown
13829,1024644,BMW 3 Series 320i Sport,bmw,320i,luxury sedan,parf car,auto,unknown
13830,1030176,Toyota Vios 1.5A E ,toyota,vios,mid-sized sedan,"coe car, low mileage car",auto,unknown
13831,1029479,Mercedes-Benz C-Class C180K ,mercedes-benz,c180,luxury sedan,"coe car, premium ad car",auto,unknown
13832,991670,Toyota Corolla Altis 1.6A Elegance,toyota,corolla,mid-sized sedan,parf car,auto,unknown
13833,1019396,Honda Vezel Hybrid 1.5A X Honda Sensing,honda,vezel,suv,"parf car, premium ad car, low mileage car, hybrid cars",auto,petrol-electric
13834,981927,Bentley Bentayga Diesel 4.0A,bentley,bentayga,suv,"parf car, rare & exotic, premium ad car, low mileage car",auto,diesel
13835,992695,Kia Cerato 1.6A LX,kia,cerato,mid-sized sedan,"parf car, low mileage car",auto,unknown
13836,992304,Mercedes-Benz CLA-Class CLA180 AMG Line,mercedes-benz,amg,luxury sedan,parf car,auto,unknown
13837,1031301,Citroen DS5 Diesel 1.6A BlueHDi EAT6 Panoramic Roof,citroen,ds5,stationwagon,parf car,auto,diesel
13838,1020895,Nissan Juke 1.6A,nissan,juke,suv,parf car,auto,unknown
13839,1017492,Ferrari 458 Italia,ferrari,458,sports car,"parf car, rare & exotic, premium ad car, low mileage car",auto,unknown
13840,1023301,Mercedes-Benz CLA-Class CLA180 AMG Line Sunroof,mercedes-benz,amg,luxury sedan,"parf car, premium ad car",auto,unknown
13841,1028107,Audi A4 1.8A TFSI MU ,audi,a4,luxury sedan,coe car,auto,unknown
13842,1025616,Mercedes-Benz GLC-Class GLC250 4MATIC,mercedes-benz,glc250,suv,"parf car, premium ad car",auto,unknown
13843,1015816,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,luxury sedan,parf car,auto,unknown
13844,926950,Lexus NX Turbo NX200t Executive,lexus,nx,suv,"parf car, premium ad car",auto,unknown
13845,1011808,Honda Vezel 1.5A X,undetermined,vezel,suv,parf car,auto,unknown
13846,1029662,Volvo XC60 T5 Momentum,volvo,xc60,suv,"parf car, almost new car, premium ad car",auto,unknown
13847,1017122,Volkswagen Golf Sport 1.4A TSI,undetermined,golf,hatchback,"parf car, direct owner sale",auto,unknown
13848,1014863,Mercedes-Benz A-Class A180d AMG Line,mercedes-benz,a180,hatchback,"parf car, sgcarmart warranty cars",auto,diesel
13849,899928,BMW 5 Series 520i SE,bmw,520i,luxury sedan,"imported used vehicle, coe car, low mileage car",auto,unknown
13850,1021630,Toyota Dyna 150 3.0M ,toyota,dyna,truck,coe car,manual,diesel
13851,1004092,Toyota Dyna 150 3.0M,undetermined,dyna,truck,premium ad car,manual,diesel
13852,1028351,Kia Cerato Forte 1.6A SX ,undetermined,cerato,mid-sized sedan,"coe car, premium ad car, low mileage car",auto,unknown
13853,1020652,Skoda Karoq 1.5A TSI Ambition,skoda,karoq,suv,"parf car, low mileage car",auto,unknown
13854,968116,Toyota Hiace 2.8A DX,toyota,hiace,van,"almost new car, low mileage car",auto,diesel
13855,1010878,BMW X5 xDrive25d,bmw,x5,suv,"parf car, premium ad car",auto,diesel
13856,1023294,Toyota Avanza 1.5A,toyota,avanza,mpv,"parf car, premium ad car",auto,unknown
13857,1022418,Volkswagen Golf GTI 5DR Sunroof ,undetermined,golf,sports car,"coe car, premium ad car",auto,unknown
13858,1001474,Toyota Wish 1.8A ,toyota,wish,mpv,coe car,auto,unknown
13859,1026282,Toyota Corolla Altis 1.6A ,undetermined,corolla,mid-sized sedan,"coe car, premium ad car",auto,unknown
13860,931469,Porsche 911 Turbo S Coupe 3.8A PDK,porsche,911,sports car,"parf car, rare & exotic, low mileage car",auto,unknown
13861,1027094,Toyota Corolla Altis 1.6A ,undetermined,corolla,mid-sized sedan,coe car,auto,unknown
13862,1029187,Toyota Alphard 2.5A S Moonroof,toyota,alphard,mpv,parf car,auto,unknown
13863,1009244,Honda Civic HB 1.5M VTEC,undetermined,civic,hatchback,parf car,manual,unknown
13864,1024189,Mercedes-Benz C-Class C180 Avantgarde,mercedes-benz,c180,luxury sedan,"parf car, premium ad car",auto,unknown
13865,1017091,Mitsubishi Fuso Canter FEB21,mitsubishi,fuso,truck,-,manual,diesel
13866,995035,Renault Grand Scenic Diesel 1.5A dCi Sunroof,renault,grand,mpv,"parf car, premium ad car",auto,diesel
13867,1004587,Nissan Latio 1.5A ,nissan,latio,mid-sized sedan,coe car,auto,unknown
13868,1025685,Jaguar F-Type 3.0A S Coupe,jaguar,f-type,sports car,"parf car, low mileage car",auto,unknown
13869,999097,Renault Grand Scenic Diesel 1.5A dCi Sunroof,renault,grand,mpv,"parf car, premium ad car",auto,diesel
13870,1009668,Mercedes-Benz GLA-Class GLA180,mercedes-benz,gla180,suv,"parf car, premium ad car",auto,unknown
13871,1005384,Volkswagen Golf 1.4A TSI R-Line Sunroof,volkswagen,golf,hatchback,parf car,auto,unknown
13872,1005887,Mercedes-Benz S-Class S320L,mercedes-benz,s320l,luxury sedan,"parf car, premium ad car, sta evaluated car",auto,unknown
13873,1030080,BMW M Series M5 ,bmw,m5,sports car,"coe car, premium ad car",auto,unknown
13874,985435,Nissan NV200 1.5M,nissan,nv200,van,premium ad car,manual,diesel
13875,1030830,Honda Stream 1.8A X ,honda,stream,mpv,"coe car, premium ad car",auto,unknown
13876,1016000,Subaru Outback 2.5i-S Sunroof,subaru,outback,suv,parf car,auto,unknown
13877,1014385,Toyota Hiace 3.0M,undetermined,hiace,van,premium ad car,manual,diesel
13878,1018837,Citroen C4 Cactus 1.2A PureTech,citroen,c4,suv,"parf car, consignment car",auto,unknown
13879,1031078,Nissan Qashqai 2.0A Premium Moonroof,nissan,qashqai,suv,parf car,auto,unknown
13880,1026697,Mercedes-Benz S-Class S320L,mercedes-benz,s320l,luxury sedan,"parf car, premium ad car",auto,unknown
13881,1024315,Honda Stream 1.8A RSZ ,honda,stream,mpv,coe car,auto,unknown
13882,997646,Toyota Sienta 1.5A Standard,toyota,sienta,mpv,"parf car, almost new car, premium ad car",auto,unknown
13883,978690,Toyota Wish 1.8A X ,undetermined,wish,mpv,"coe car, consignment car",auto,unknown
13884,990209,Nissan X-Trail 2.0A 7-Seater Sunroof,nissan,x-trail,suv,parf car,auto,unknown
13885,1028459,Nissan Latio 1.5A ,nissan,latio,mid-sized sedan,coe car,auto,unknown
13886,985517,Honda Fit 1.3A,honda,fit,hatchback,"parf car, almost new car, premium ad car, low mileage car",auto,unknown
13887,1000447,Hyundai Elantra 1.6A GLS S,hyundai,elantra,mid-sized sedan,parf car,auto,unknown
13888,1024168,Toyota Voxy Hybrid 1.8A V,toyota,voxy,mpv,"parf car, low mileage car, hybrid cars",auto,petrol-electric
13889,1010671,BMW 3 Series 318i Shadow Edition,bmw,318i,luxury sedan,"parf car, premium ad car",auto,unknown
13890,1018921,Mazda 2 1.5A Deluxe,mazda,2,mid-sized sedan,parf car,auto,unknown
13891,1000054,Toyota Dyna 150 3.0M,undetermined,dyna,truck,premium ad car,manual,diesel
13892,970055,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,"parf car, direct owner sale",auto,unknown
13893,993396,MINI Cooper S Cabriolet 2.0A,mini,cooper,sports car,"parf car, premium ad car, low mileage car",auto,unknown
13894,1012364,Toyota Wish 1.8A,toyota,wish,mpv,"parf car, premium ad car, sta evaluated car, low mileage car",auto,unknown
13895,1020850,Honda Fit 1.3A G ,honda,fit,hatchback,"coe car, direct owner sale",auto,unknown
13896,976921,Porsche 911 Carrera S Coupe 3.8A Tip ,porsche,911,sports car,"coe car, direct owner sale, low mileage car",auto,unknown
13897,979132,Mercedes-Benz A-Class A180,mercedes-benz,a180,hatchback,"parf car, consignment car, low mileage car",auto,unknown
13898,1019081,Toyota Hiace Commuter 3.0M ,toyota,hiace,van,"coe car, direct owner sale",manual,diesel
13899,1017305,Toyota Vellfire 2.5A Z G-Edition Moonroof,toyota,vellfire,mpv,"parf car, premium ad car",auto,unknown
13900,1013899,MINI Cooper Cabriolet 1.6A ,mini,cooper,sports car,"coe car, low mileage car",auto,unknown
13901,964107,Toyota Hiace 3.0M DX,toyota,hiace,van,premium ad car,manual,diesel
13902,1030901,Nissan NV200 1.6A,nissan,nv200,van,"almost new car, premium ad car",auto,petrol
13903,1000241,Mitsubishi Space Star 1.2A Sport,mitsubishi,space,hatchback,"parf car, premium ad car, low mileage car",auto,unknown
13904,1021409,Volvo V40 T2,volvo,v40,hatchback,"parf car, premium ad car",auto,unknown
13905,1005097,MINI Cooper S Cabriolet 1.6A,mini,cooper,sports car,"parf car, low mileage car",auto,unknown
13906,1027125,Toyota Corolla Altis 1.6A ,toyota,corolla,mid-sized sedan,"coe car, premium ad car",auto,unknown
13907,976179,Mercedes-Benz GLC-Class GLC300 Coupe Mild Hybrid AMG Line 4MATIC Premium Plus,mercedes-benz,amg,suv,"parf car, almost new car, premium ad car, low mileage car, hybrid cars",auto,petrol-electric
13908,1009343,Nissan NV350 2.5A,nissan,nv350,van,-,auto,diesel
13909,1008663,Audi A6 1.8A TFSI S-tronic,audi,a6,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
13910,1022529,Mitsubishi Space Star 1.2A Sport,mitsubishi,space,hatchback,"parf car, premium ad car, low mileage car",auto,unknown
13911,980610,Nissan Urvan 3.0M ,nissan,urvan,van,"coe car, premium ad car",manual,diesel
13912,1005114,Honda E Electric Advance,honda,e,hatchback,"parf car, almost new car, low mileage car, electric cars",auto,electric
13913,1000641,Volkswagen Scirocco 2.0A TSI Sunroof ,volkswagen,scirocco,sports car,coe car,auto,unknown
13914,1018764,Mercedes-Benz CLA-Class CLA200,mercedes-benz,cla200,luxury sedan,parf car,auto,unknown
13915,980105,Opel Astra Sports Tourer 1.4A Turbo IntelliLux LED,opel,astra,stationwagon,"parf car, premium ad car",auto,unknown
13916,987178,Subaru Forester 2.0XT Sunroof,subaru,forester,suv,"parf car, premium ad car",auto,unknown
13917,1029449,Hyundai Avante 1.6A GLS S,hyundai,avante,mid-sized sedan,"parf car, premium ad car",auto,unknown
13918,1010941,Hyundai Elantra 1.6A Elite ,undetermined,elantra,mid-sized sedan,"coe car, premium ad car",auto,unknown
13919,1015869,Toyota Corolla Altis 1.6A Classic,toyota,corolla,mid-sized sedan,"parf car, sgcarmart warranty cars",auto,unknown
13920,1013913,Hyundai Elantra 1.6A Elite,undetermined,elantra,mid-sized sedan,parf car,auto,unknown
13921,1028037,BMW 7 Series 740Li M-Sport,bmw,740li,luxury sedan,"imported used vehicle, coe car, rare & exotic, low mileage car",auto,unknown
13922,1006296,Mercedes-Benz CLA-Class CLA180 Shooting Brake Urban,mercedes-benz,cla180,stationwagon,"parf car, premium ad car, low mileage car",auto,unknown
13923,1007381,Porsche 911 Turbo Coupe Tip ,porsche,911,sports car,coe car,auto,unknown
13924,1013900,Mercedes-Benz A-Class A180,mercedes-benz,a180,hatchback,parf car,auto,unknown
13925,988451,Hyundai Avante 1.6A GLS S,hyundai,avante,mid-sized sedan,parf car,auto,unknown
13926,1014810,Kia Carens Diesel 1.7A SX,kia,carens,mpv,"parf car, premium ad car",auto,diesel
13927,1024127,Isuzu NJR88A,isuzu,njr88a,truck,"almost new car, premium ad car",auto,diesel
13928,986558,Volkswagen Golf 1.4A TSI,volkswagen,golf,hatchback,"parf car, premium ad car",auto,unknown
13929,996669,BMW 6 Series 630i Gran Turismo,bmw,630i,luxury sedan,"parf car, premium ad car",auto,unknown
13930,1017083,Honda Fit 1.3A G F-Package,undetermined,fit,hatchback,"parf car, premium ad car",auto,unknown
13931,1003747,Nissan NV350 Caravan 2.0A DX,nissan,nv350,van,"almost new car, premium ad car",auto,petrol
13932,1028493,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
13933,1002802,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,luxury sedan,parf car,auto,unknown
13934,1031306,Toyota Vellfire 2.4A Z G-Edition Moonroof,toyota,vellfire,mpv,parf car,auto,unknown
13935,1031310,Mercedes-Benz C-Class C250 Coupe,mercedes-benz,c250,sports car,"parf car, direct owner sale",auto,unknown
13936,1021004,BMW 2 Series 216i Gran Tourer,bmw,216i,mpv,"parf car, low mileage car",auto,unknown
13937,990526,Honda Accord 2.4A ,honda,accord,luxury sedan,"coe car, premium ad car",auto,unknown
13938,946353,Toyota IST 1.3A ,toyota,ist,hatchback,"coe car, low mileage car",auto,unknown
13939,1022602,BMW 3 Series 316i,bmw,316i,luxury sedan,parf car,auto,unknown
13940,1021615,Lexus IS Turbo IS200t Executive,lexus,is,luxury sedan,"parf car, premium ad car",auto,unknown
13941,1022439,Volkswagen Scirocco 1.4A TSI Sunroof ,volkswagen,scirocco,sports car,coe car,auto,unknown
13942,1026700,Skoda Kodiaq 2.0A TSI,skoda,kodiaq,suv,"parf car, premium ad car",auto,unknown
13943,999648,BMW 3 Series 320i Luxury,bmw,320i,luxury sedan,"parf car, almost new car, premium ad car",auto,unknown
13944,940977,Audi RS 4 Avant 2.9A TFSI Quattro Tip,audi,rs,stationwagon,"parf car, almost new car, premium ad car, low mileage car",auto,unknown
13945,1004816,Hyundai Elantra 1.6A Elite Sunroof ,hyundai,elantra,mid-sized sedan,"coe car, direct owner sale, low mileage car",auto,unknown
13946,992119,BMW M Series M3 Coupe Competition Package ,bmw,m3,sports car,"coe car, direct owner sale, low mileage car",auto,unknown
13947,968516,Mercedes-Benz C-Class C200 CGI ,mercedes-benz,c200,luxury sedan,"coe car, premium ad car",auto,unknown
13948,1027006,Toyota Wish 1.8A,toyota,wish,mpv,"parf car, low mileage car",auto,unknown
13949,1026235,BMW Z4 sDrive M40i,bmw,m4,sports car,"parf car, almost new car, low mileage car",auto,unknown
13950,1011095,BMW X5 xDrive35i 7-Seater,bmw,x5,suv,"parf car, low mileage car",auto,unknown
13951,997641,Volkswagen Passat 1.8A TSI,volkswagen,passat,luxury sedan,parf car,auto,unknown
13952,1018533,Audi A3 Sedan 1.0A TFSI S-tronic,audi,a3,luxury sedan,parf car,auto,unknown
13953,1024500,Toyota C-HR Hybrid 1.8A S,toyota,c-hr,suv,"parf car, direct owner sale, hybrid cars",auto,petrol-electric
13954,1020834,Honda Vezel 1.5A X,undetermined,vezel,suv,"parf car, direct owner sale",auto,unknown
13955,1003153,Land Rover Range Rover Evoque 2.0A 5DR,land rover,range,suv,"parf car, premium ad car, low mileage car",auto,unknown
13956,1027511,BMW 3 Series 316i ,bmw,316i,luxury sedan,"coe car, premium ad car, low mileage car",auto,unknown
13957,1027595,Volkswagen Golf 1.4A TSI Comfortline,volkswagen,golf,hatchback,"parf car, premium ad car",auto,unknown
13958,1028767,Toyota Corolla Altis 1.6A,toyota,corolla,mid-sized sedan,parf car,auto,unknown
13959,1019214,Mercedes-Benz A-Class A35 AMG 4MATIC Premium,mercedes-benz,a35,sports car,"parf car, direct owner sale, almost new car",auto,unknown
13960,986182,Kia Sorento Diesel 2.2A CRDi Sunroof,kia,sorento,suv,parf car,auto,diesel
13961,1001104,Mercedes-Benz S-Class S280 ,mercedes-benz,s280,luxury sedan,"coe car, direct owner sale",auto,unknown
13962,1027034,Audi R8 Spyder 4.2A FSI Quattro R-tronic,audi,r8,sports car,"parf car, direct owner sale, low mileage car",auto,unknown
13963,1023712,Hyundai Avante 1.6A ,hyundai,avante,mid-sized sedan,"coe car, premium ad car",auto,unknown
13964,1017035,BMW Z4 sDrive35is ,bmw,z4,sports car,coe car,auto,unknown
13965,1001515,Mazda 3 1.5A Deluxe,mazda,3,mid-sized sedan,"parf car, premium ad car",auto,unknown
13966,1024461,Honda Fit 1.3A,honda,fit,hatchback,"parf car, almost new car, low mileage car",auto,unknown
13967,1025321,Kia Cerato K3 1.6A SX Sunroof,undetermined,cerato,mid-sized sedan,"parf car, premium ad car",auto,unknown
13968,996184,Volkswagen Golf 1.4A TSI,volkswagen,golf,hatchback,"parf car, premium ad car",auto,unknown
13969,1014897,Nissan NV200 1.5M,nissan,nv200,van,premium ad car,manual,diesel
13970,1028033,Audi A3 Sportback 1.4A TFSI CoD S-tronic,audi,a3,hatchback,"parf car, almost new car, low mileage car",auto,unknown
13971,1011603,Mitsubishi Lancer 1.6M GLX ,undetermined,lancer,mid-sized sedan,"coe car, premium ad car",manual,unknown
13972,1022864,Toyota Harrier 2.0A Elegance,toyota,harrier,suv,"parf car, low mileage car",auto,unknown
13973,1027861,Honda Jazz 1.5A,honda,jazz,hatchback,"parf car, premium ad car",auto,unknown
13974,1023835,Peugeot RCZ 1.6A Turbo ,peugeot,rcz,sports car,"coe car, direct owner sale, low mileage car",auto,unknown
13975,1022482,BMW 3 Series 320i Efficient Dynamics,bmw,320i,luxury sedan,parf car,auto,unknown
13976,1022952,Audi A5 Cabriolet Mild Hybrid 2.0A TFSI S-tronic Advanced,audi,a5,sports car,"parf car, almost new car, premium ad car, low mileage car, hybrid cars",auto,petrol-electric
13977,1028945,BMW 5 Series 520i Sport,bmw,520i,luxury sedan,parf car,auto,unknown
13978,1001696,Kia Cerato Forte Koup 1.6A SX Sunroof ,kia,cerato,sports car,coe car,auto,unknown
13979,1026652,Toyota Alphard 2.5A S C-Package Moonroof,toyota,alphard,mpv,parf car,auto,unknown
13980,1027829,Toyota Hiace 3.0M,toyota,hiace,van,"almost new car, premium ad car, low mileage car",manual,diesel
13981,995538,Mercedes-Benz A-Class A180,mercedes-benz,a180,hatchback,parf car,auto,unknown
